report_number,driver_at_fault,speed_limit,vehicle_year
DM8476001V,Yes,35,2002
DM8476001V,No,35,2008
MCP3016002Y,Yes,35,1997
MCP3199002Q,Yes,25,2007
MCP3199002Q,No,25,2012
MCP2737004X,Yes,35,2013
MCP30970022,Yes,40,2005
MCP2800004C,No,45,2014
MCP2800004C,Yes,45,0
MCP3222000Y,Yes,35,2015
MCP3008002H,Yes,5,2017
MCP2937003T,Yes,35,2005
MCP2937003T,No,35,2008
MCP3158003B,Yes,35,2008
MCP3158003B,No,35,2007
MCP3169003T,Unknown,35,2006
MCP3169003T,Unknown,35,2016
MCP2356001S,No,25,2018
MCP30380051,Yes,30,2017
MCP30380051,Yes,30,2014
MCP31230021,No,35,2014
MCP1227001B,Yes,30,2016
MCP3285000S,Yes,30,2003
MCP2849003V,Yes,35,2004
MCP2849003V,No,30,2019
EJ7873003R,Yes,50,2012
EJ7873003R,No,50,2020
MCP2347002Y,Yes,30,2019
MCP2347002Y,No,30,2016
MCP30970021,No,40,2010
MCP30970021,Yes,40,2019
MCP3184001R,No,40,1996
MCP3184001R,Yes,40,0
MCP31950020,Yes,35,2014
DD56460012,Yes,40,2002
MCP2835002D,Yes,25,2009
MCP3283000G,Yes,25,2017
MCP3221001K,Yes,45,2018
MCP3221001K,No,45,1999
MCP30390058,Yes,35,2003
MCP30750033,Yes,40,2014
MCP30750033,No,40,2017
MCP2906002X,No,40,2012
MCP2765005N,No,40,2015
MCP2906002X,Yes,40,2010
MCP2765005N,Yes,40,2017
MCP3256000Q,Yes,0,2011
MCP30680037,No,35,2013
MCP30680037,Yes,35,2008
MCP29210041,No,35,2007
MCP29210041,Yes,35,2014
MCP2936004F,Yes,30,0
MCP3275000J,No,35,2002
MCP3275000J,No,35,2016
MCP3275000J,No,35,2014
MCP3275000J,Yes,35,2014
MCP3292000Q,Yes,0,2013
MCP3292000Q,No,0,2010
EJ7886000H,No,25,2016
EJ7886000H,Yes,25,2012
MCP1465005H,Yes,40,2012
MCP1465005H,No,40,2006
MCP2723005D,Yes,45,2013
MCP2723005D,No,45,2018
MCP1174004R,No,25,2008
MCP1174004R,Yes,25,2010
MCP263900BT,Yes,35,2020
MCP3257001M,Yes,30,0
MCP3257001M,No,30,2014
MCP3153002N,No,35,2011
MCP3153002N,Yes,35,0
MCP242500GR,Yes,55,2004
MCP242500GR,No,55,2006
MCP136600BC,Yes,30,2000
MCP26790037,Yes,35,2018
MCP2720005J,Yes,40,2012
MCP3017001K,Yes,35,2005
MCP3017001K,No,35,2015
MCP23050022,Yes,45,2017
MCP2723005C,Yes,35,2010
MCP2723005C,No,45,2013
MCP31970021,Yes,35,2018
MCP31970021,No,35,2016
MCP3247000V,Yes,35,2016
MCP3247000T,No,35,2016
MCP3247000V,No,35,2017
MCP3247000T,Yes,35,0
MCP31740033,Yes,35,2014
MCP31740033,No,35,2015
MCP30290038,No,5,2015
MCP30290038,Yes,5,2013
MCP2150000C,No,35,2006
MCP2150000C,Yes,35,1996
MCP2420003Z,Yes,40,2019
MCP2420003Z,No,40,2004
DM8492000R,No,30,2013
DM8492000R,Yes,30,2011
EJ7852004B,No,30,2010
EJ7852004B,Yes,30,2017
MCP3229000Y,Yes,35,2008
MCP3229000Y,No,35,2015
MCP229800WM,No,40,2003
MCP229800WM,Yes,40,2015
EJ7878002G,Yes,10,2019
MCP003600F8,No,40,2018
MCP003600F8,Yes,40,2017
MCP2513002G,Yes,55,9999
MCP2513002G,No,55,2014
MCP3070001N,Unknown,25,2012
MCP3070001N,Unknown,25,2018
MCP3153002M,Yes,35,2010
MCP3005005M,Yes,25,2019
MCP3021005N,No,35,2014
MCP3021005N,No,35,2015
MCP3021005N,Yes,35,2009
MCP1465005G,Yes,45,2010
MCP1465005G,No,45,1993
MCP32110026,No,30,2020
MCP32110026,Yes,30,0
MCP3282000G,No,45,2016
MCP3282000G,Yes,45,2012
MCP2750005D,No,35,2012
MCP2750005D,Yes,35,2008
DD5645000Y,No,40,2019
DD5645000Y,Yes,40,2017
DD5631003T,Yes,40,2004
MCP25030018,Yes,50,2016
MCP3104002C,Yes,15,2019
MCP32240010,No,35,2008
MCP32240010,Yes,35,0
MCP2710003D,Unknown,40,1999
MCP2710003D,Unknown,40,2019
MCP3134002Q,Yes,25,2016
MCP31800022,Yes,40,2020
MCP31800022,No,30,2021
DM8492000Q,Yes,10,2010
DM8492000Q,No,10,2006
MCP3129002N,Yes,35,2013
MCP3129002N,No,35,2018
MCP242500GQ,Unknown,30,2018
MCP242500GQ,Unknown,30,2009
MCP3279000K,Yes,35,2004
MCP3279000K,No,35,2016
MCP2954008X,Yes,35,2007
MCP2954008X,No,35,2013
MCP28980034,No,40,2004
MCP28980034,Yes,40,2006
MCP102200FM,No,45,2017
MCP102200FM,Yes,45,2010
MCP2182002H,No,35,2010
MCP2182002H,Yes,35,0
MCP32540011,No,0,2014
MCP24870023,Yes,40,2003
MCP24870023,No,40,2015
MCP3274000J,Yes,35,2011
MCP3274000J,No,35,2015
MCP2376000Y,Yes,25,2015
MCP3255001L,Yes,35,2014
MCP32300020,Yes,30,2010
MCP2902004W,Yes,45,2013
MCP3048006T,No,30,2004
MCP3048006T,Unknown,30,2012
MCP3282000F,Unknown,30,2017
MCP3282000F,Unknown,30,2004
MCP3069004X,Yes,35,2010
MCP3069004X,No,35,2004
MCP3115004N,No,40,2007
MCP3115004N,Yes,40,2006
MCP32110025,Yes,40,2014
MCP32110025,No,40,2017
MCP3279000J,No,35,1997
MCP3279000J,Yes,35,2004
MCP91130079,No,40,2004
MCP91130079,No,40,2017
MCP91130079,Yes,40,2012
MCP06850061,Yes,40,2017
MCP06850061,No,40,2010
DD5638002J,Unknown,30,2004
DD5638002J,Unknown,30,2020
MCP31580039,No,45,1998
MCP31580039,Yes,45,2013
MCP32700010,Yes,25,2007
MCP32700010,No,25,2013
MCP3161002Q,Yes,25,2007
MCP3161002Q,No,25,2018
MCP3276000Q,Yes,15,2017
MCP2846006N,No,25,2015
MCP2846006N,Yes,25,0
MCP3198002Q,No,35,2017
MCP3198002Q,Yes,35,2007
MCP3069004V,Yes,35,2012
MCP3069004V,No,35,2015
MCP3256000P,Yes,40,2007
MCP3256000P,No,40,2003
MCP2900003K,Yes,35,2019
MCP2900003K,No,35,2016
DD56280041,No,50,2010
DD56280041,Yes,50,2005
MCP1170002P,No,50,2002
MCP1170002P,Yes,50,2017
MCP29340046,Yes,25,2000
MCP29340046,No,25,2018
MCP3064003M,No,35,2015
MCP3064003M,Yes,35,2019
MCP3130003B,No,45,2014
MCP3130003B,Yes,45,2006
MCP29910051,No,35,1997
MCP29910051,Yes,35,2000
EJ7888000F,No,50,2011
EJ7888000F,Yes,50,2017
MCP3279000H,Yes,40,2010
MCP3279000H,No,35,2009
MCP21210023,Yes,40,2017
MCP3084004K,No,40,2017
MCP3084004K,No,40,2005
MCP3084004K,Yes,40,1996
DD56280040,No,40,2005
DD56280040,Yes,40,2006
MCP30090032,Yes,0,2015
MCP30090032,No,0,2003
MCP26410021,Yes,35,2004
MCP29760041,No,35,2000
MCP29760041,Yes,35,2021
MCP2973005G,Yes,35,2019
MCP2973005G,No,35,2000
MCP2973005G,No,35,2007
MCP3253000V,Yes,35,2014
MCP1301001K,Yes,50,2019
MCP1301001K,No,50,2019
MCP3276000P,Yes,35,2016
MCP3276000P,No,35,2021
MCP3268000S,No,5,2014
MCP3268000S,Yes,5,2011
MCP2891009S,Yes,35,2004
MCP28210029,Yes,25,2016
MCP2675002S,Yes,35,2011
MCP2675002S,Yes,35,2019
MCP2835002C,Yes,25,2009
MCP2492001L,Unknown,30,2018
MCP2492001L,Unknown,30,2017
MCP3276000N,Yes,10,2012
MCP3085002X,Yes,45,2008
MCP3085002X,No,45,2016
MCP3161002P,No,35,2013
MCP3161002P,Yes,35,2011
MCP28710072,No,35,2020
MCP28710072,Yes,35,2017
MCP30390056,Yes,30,2017
MCP30390056,No,30,2020
MCP3285000R,Yes,35,2017
MCP30390057,No,35,2020
MCP30390057,No,35,2013
MCP30390057,Yes,35,2019
EJ78440011,No,35,2015
EJ78440011,Yes,35,2021
MCP2603003H,No,30,2012
MCP2603003H,Yes,30,2011
MCP2077003K,Yes,25,0
MCP2077003K,No,25,2014
MCP2622002G,Yes,50,2007
MCP2622002G,No,50,2012
DM8497000M,No,25,2013
DM8497000M,Yes,25,2017
MCP3143002R,No,35,2014
MCP3143002R,Yes,35,2015
MCP2859009V,Yes,35,2012
MCP2859009V,No,30,2017
MCP2859009V,No,30,2004
MCP2859009V,No,35,2009
MCP30090031,Yes,40,2002
MCP22030050,Yes,35,2016
MCP22030050,No,35,2017
MCP3064003L,Yes,35,2013
MCP3064003L,No,35,2007
MCP3258000Y,No,15,2000
MCP3258000Y,No,15,2014
MCP28210027,Yes,0,2009
MCP28210026,No,35,2016
MCP28210026,Yes,35,2004
MCP3290000F,No,40,2019
MCP3290000F,Yes,40,2004
MCP2761002N,No,40,2006
MCP2761002N,Yes,40,2008
MCP2975003P,Yes,40,2001
MCP2975003P,No,40,2019
MCP23480060,Unknown,35,0
MCP23480060,Unknown,35,2017
MCP3104002B,Yes,40,2006
MCP3104002B,No,40,2017
MCP3104002B,No,40,2012
MCP3104002B,No,40,2007
MCP3059005X,Yes,30,2002
MCP2552003Y,Yes,35,2006
MCP2552003Y,No,35,2014
EJ7878002D,Yes,35,2006
EJ7878002D,No,35,2006
MCP31170030,Yes,5,2018
MCP2954008T,Unknown,30,2007
MCP2954008T,Unknown,30,2002
MCP3059005W,Yes,40,2015
MCP2919007X,No,40,2003
MCP2919007X,Yes,40,2016
MCP3232001S,No,35,2009
MCP3232001S,Yes,35,0
MCP27670095,No,0,2012
MCP27670095,Yes,0,2018
MCP2900003J,Yes,5,2001
MCP2719003Y,No,35,2019
MCP2719003Y,Yes,35,2016
MCP25560043,No,25,2015
MCP25560043,No,25,2017
MCP25560043,Yes,25,2008
MCP21980094,No,25,2007
MCP3276000M,No,35,2018
MCP3276000M,Yes,35,2016
MCP21980094,Yes,25,2008
MCP27670094,No,35,2017
MCP27670094,Yes,35,2007
MCP2738003R,Yes,25,2013
DD5630003F,Yes,40,2013
DD5630003F,No,40,2020
MCP3292000N,No,35,2011
MCP3292000N,Yes,35,2008
MCP3257001K,Yes,25,2017
MCP3257001K,No,25,2019
MCP31490023,Yes,40,2008
MCP31490023,No,40,2017
MCP31640047,No,35,2002
MCP31640047,Yes,10,2009
DM8497000L,Yes,25,2008
MCP3288000S,Yes,0,2013
MCP3288000S,No,0,2006
MCP106400BM,No,30,2019
MCP106400BM,Yes,30,2014
MCP0685005Y,Yes,30,2015
MCP3109005B,Yes,35,2014
MCP3109005B,No,35,2010
HA24850009,Yes,25,2006
MCP2376000X,No,25,2018
MCP2376000X,Yes,25,2006
MCP22090029,Yes,40,2020
MCP3224000Z,No,35,2017
MCP3224000Z,Yes,35,2017
MCP1213005K,Yes,30,2016
DD5649000F,Yes,25,2015
MCP21980091,No,35,2017
MCP21980091,Yes,35,2021
MCP1233003V,No,35,2018
MCP1233003V,Yes,35,2020
MCP2908002Y,Yes,10,2009
MCP2908002Y,No,10,2015
MCP3208001J,Yes,5,2014
DM8476001T,Yes,25,2011
DD5615009X,No,25,0
DD5615009X,Yes,25,2014
MCP3105003T,Yes,40,2008
MCP3105003T,No,40,2014
MCP284800B0,Yes,40,2016
MCP284800B0,No,40,2006
MCP2353008W,Yes,15,2008
MCP2353008W,No,30,2017
MCP2704001B,Yes,40,2008
MCP2704001B,No,40,2020
MCP3059005V,Yes,40,2008
MCP137800WZ,Yes,5,0
MCP137800WZ,No,5,2013
MCP3255001K,Yes,15,2008
MCP1233003T,No,30,2005
MCP1233003T,Yes,30,2019
MCP137800WY,Yes,30,2020
MCP137800WY,No,30,2003
MCP3218001C,Yes,35,2015
MCP9301003C,Unknown,45,2020
MCP9301003C,Unknown,45,2004
MCP2848009Z,Yes,40,2007
MCP2848009Z,No,40,2012
MCP3288000R,Yes,0,2017
MCP3288000R,No,0,2008
MCP9386008B,No,40,2018
MCP9386008B,Yes,40,1998
DD5620006K,No,40,2018
DD5620006K,Yes,40,2015
MCP3165002M,Yes,40,2010
MCP3165002M,No,40,2013
MCP2932004G,Yes,35,2016
MCP2662002B,Yes,40,2003
MCP29760040,Yes,35,2013
MCP26740026,No,40,2007
MCP26740026,Yes,40,1999
MCP2438002T,Yes,40,1900
MCP2438002T,No,40,2010
MCP137800WX,Yes,35,2012
MCP137800WX,Yes,35,2001
MCP31800021,Yes,40,2002
MCP31800021,No,40,2019
MCP31970020,Yes,25,2009
MCP31970020,Yes,25,2018
MCP271700TY,Yes,25,2020
MCP3247000R,No,35,2014
MCP3247000R,Yes,35,2013
MCP3284000F,Yes,35,2009
MCP3284000F,No,35,2015
MCP91130078,Yes,45,2005
MCP91130078,No,45,2017
MCP3285000P,No,45,2013
MCP3285000P,Yes,45,2007
MCP1148003J,Yes,25,2011
MCP1148003J,No,25,2012
DD5628003Y,No,40,2010
DD5628003Y,Yes,40,2020
MCP158000DN,No,10,2013
MCP158000DN,Yes,10,2006
MCP31110039,Yes,50,2019
MCP1465005F,Yes,0,2018
MCP3107001J,Yes,40,2019
MCP30750032,Yes,15,2019
MCP3279000F,No,35,2009
MCP3279000F,Yes,35,2005
MCP3035002S,Unknown,35,2017
MCP3035002S,Unknown,35,2008
MCP2162004Z,Yes,25,2012
EJ7889000K,Yes,35,2019
MCP2693003J,Unknown,45,2007
MCP27670093,Yes,0,2020
MCP2974003K,No,55,2008
MCP2974003K,Unknown,55,2014
MCP2974003K,Unknown,55,2012
EJ7885000Q,Yes,25,2002
MCP003600F6,No,40,2014
MCP003600F6,Yes,30,2009
MCP1235002T,Yes,40,2020
MCP1235002T,No,40,0
MCP32270025,Yes,5,2009
MCP32270025,No,5,2015
MCP229800WK,Yes,25,2020
MCP2077003J,Yes,40,2015
MCP2077003J,No,40,2020
MCP3018003Z,Yes,10,2018
MCP31300039,Yes,35,2021
MCP3069004R,No,35,2009
MCP3069004R,Yes,35,2013
MCP1235002S,Yes,5,2016
MCP3169003P,No,35,2002
MCP3169003P,Yes,35,2013
MCP2969009R,Yes,40,2014
MCP2969009R,No,40,2014
MCP23580084,Yes,40,2010
MCP23580084,No,40,2019
MCP1475002Q,Yes,35,2006
MCP1475002Q,No,35,2006
MCP3237000Q,Yes,25,2016
MCP3237000Q,No,25,2006
DM84990008,Yes,35,2006
MCP27670092,Yes,35,2014
MCP27670092,No,35,2015
EJ78760038,Yes,25,2001
MCP3276000L,Yes,25,2002
MCP3276000L,No,25,2020
MCP2852002S,Yes,5,2005
MCP2852002S,No,5,2012
MCP2181003W,Yes,35,2006
MCP2181003W,No,35,2015
MCP3285000L,Yes,45,2012
MCP3285000L,No,45,2017
MCP3285000L,No,45,2017
MCP31580038,No,40,2009
MCP31580038,Yes,40,2000
MCP3233001B,No,35,2017
MCP3233001B,Yes,35,2007
MCP3277000P,Yes,50,2014
MCP3277000P,No,50,2014
EJ78780028,No,45,1995
EJ78780028,No,45,2018
EJ78780028,No,45,2017
EJ78780028,Yes,45,2005
MCP3285000N,Yes,25,2007
MCP3285000N,No,25,2002
MCP25920020,Yes,15,2020
MCP2239001V,No,45,2019
MCP2239001V,No,45,2019
MCP2239001V,Yes,45,2022
MCP3258000X,Yes,10,2019
MCP2904007V,Yes,40,2006
MCP2904007V,No,40,2013
MCP3173001R,Yes,55,2020
MCP3173001R,No,55,2007
MCP3094001M,Yes,35,2008
MCP3094001M,No,35,2007
MCP2244003L,Yes,35,2005
MCP2244003L,No,35,2016
MCP2844004X,No,35,2011
MCP2844004X,Yes,35,2013
MCP3263000Z,No,35,2013
MCP3263000Z,No,35,2019
MCP3263000Z,Yes,35,2015
MCP31130033,No,40,2017
MCP3198002N,No,40,2019
MCP3198002N,No,40,2003
MCP3198002N,Yes,40,2015
MCP31580037,No,35,2019
MCP31580037,Yes,35,0
MCP3232001R,Yes,35,2008
MCP3232001R,No,35,2000
MCP1202004T,Yes,25,2018
MCP3268000Q,Yes,35,2016
MCP3268000Q,No,35,2005
MCP20400022,Yes,30,2020
MCP20400022,No,30,2010
MCP2456005D,Unknown,40,0
MCP2891009R,Yes,35,2018
MCP2891009R,No,35,2018
MCP27300021,No,35,2020
MCP27300021,No,35,2002
MCP26410020,Yes,50,2013
MCP26410020,No,50,2009
MCP3144001L,No,45,2014
MCP3144001L,Yes,45,0
MCP3127001P,Yes,30,2018
MCP3173001Q,Yes,40,1994
MCP2973005F,Yes,25,2003
MCP3052002J,Yes,25,0
MCP3052002J,Yes,25,2010
MCP2761002M,No,45,2009
MCP2761002M,Yes,45,2013
DD56510002,No,30,2008
DD56510002,Yes,30,0
MCP3224000Y,No,35,2019
MCP3224000Y,Yes,35,2007
MCP3224000Y,No,35,2013
MCP3224000Y,No,35,2020
EJ78800010,No,25,2008
EJ78800010,Yes,25,2005
MCP31450034,Yes,45,2004
MCP3228001G,No,35,2014
MCP3228001G,Yes,35,2017
MCP31900028,No,25,2013
MCP31900028,No,25,2017
MCP3283000F,Yes,45,2020
MCP3280000F,No,35,2013
MCP3280000F,Yes,35,2008
MCP3223000V,Yes,35,2004
MCP3223000V,No,35,2017
MCP271700TX,Yes,55,0
MCP271700TX,No,55,2015
MCP3207001K,No,25,1997
MCP3207001K,Yes,25,1996
MCP31820019,No,35,1997
MCP31820019,Yes,35,1996
MCP25560041,Yes,45,2012
MCP25560041,No,45,2015
MCP31630038,No,35,2013
MCP31630038,Yes,35,1987
MCP30960030,No,25,2014
MCP30960030,Yes,25,2009
MCP2475005R,No,40,2019
MCP2475005R,Yes,40,2001
MCP1233003S,No,35,2012
MCP1233003S,Yes,35,2009
MCP3059005T,Yes,30,2008
MCP3059005T,No,45,2003
MCP2437004B,No,50,2019
MCP2437004B,Yes,50,2006
MCP3170001V,Yes,40,2016
MCP3170001V,No,40,2019
MCP3199002P,Yes,30,2021
MCP2047003Z,No,40,2006
MCP2047003Z,Yes,40,2011
MCP31490022,Yes,25,2018
MCP31490022,No,25,2011
MCP3288000V,No,35,2004
MCP3288000V,Yes,35,2007
MCP2187000N,Yes,45,2015
MCP2187000N,No,45,2016
DM8423002C,Yes,25,2009
MCP2394004B,No,30,2012
MCP2394004B,Yes,30,2017
MCP209400H8,No,40,2018
MCP209400H8,Yes,40,1993
MCP263900BS,Yes,45,2005
MCP263900BS,No,45,2005
DD56460011,Yes,40,2016
MCP1354001J,Yes,40,2000
MCP26170098,Yes,30,2010
MCP29530022,Unknown,15,2008
MCP29530022,Unknown,15,2010
MCP271700TW,Yes,35,2008
MCP271700TW,No,35,2016
MCP3283000D,Unknown,40,2017
MCP3283000D,Unknown,40,2019
MCP3195001Z,No,35,2010
MCP3195001Z,Yes,35,2015
MCP3069004P,Yes,35,2012
MCP3069004P,No,35,2002
MCP31930027,No,25,2013
MCP31930027,Yes,25,2018
MCP2438002S,Yes,45,2009
MCP28980033,Yes,25,2021
EJ78760036,Yes,30,2004
MCP29310052,Yes,40,2006
MCP29310052,No,40,2020
HA2468000J,Yes,35,2001
MCP3255001J,Yes,35,1998
MCP3255001J,No,35,2016
MCP3255001J,No,35,2015
EJ7884001S,Yes,35,2017
EJ7884001S,No,35,2011
EJ7884001S,No,35,2005
MCP3069004M,No,35,2004
MCP3069004M,Yes,35,2021
MCP209400H7,Yes,5,2018
MCP209400H7,No,5,2020
DD5628003W,No,35,2001
DD5628003W,Yes,35,2009
MCP2923007L,No,35,2006
MCP2923007L,Yes,35,1997
MCP31110038,Yes,35,2011
MCP3045003S,Yes,30,2011
MCP3045003S,No,30,2014
MCP211600CZ,No,40,2016
MCP211600CZ,Yes,40,2013
MCP3086005H,Yes,35,2015
MCP106400BL,Yes,40,2013
MCP106400BL,No,40,2017
MCP106400BL,No,40,2015
MCP21080016,No,40,2018
MCP21080016,Yes,25,2017
MCP2932004F,Yes,35,2015
MCP26740025,Yes,25,2018
MCP2932004F,No,35,2020
MCP3225001B,No,35,2014
MCP3225001B,Yes,35,2004
MCP2782003G,Yes,35,2015
MCP2782003G,No,35,2020
DD5637002B,Yes,25,2005
MCP2552003X,No,30,2015
MCP2552003X,Yes,30,2013
HA24760008,Unknown,25,2013
HA24760008,Unknown,25,2010
MCP29310050,Yes,40,2003
MCP29310050,No,40,2014
MCP3212002F,Yes,35,2020
MCP3212002F,No,35,2016
MCP30290037,No,30,2003
MCP30290037,Yes,30,2003
MCP32260014,Yes,30,2016
MCP32260014,No,30,2012
MCP3288000P,Yes,35,2015
MCP3288000P,No,35,2010
MCP31210040,Yes,25,0
MCP31210040,No,25,2018
MCP3291000H,Yes,10,0
MCP2923007J,No,35,2014
MCP2923007J,Yes,35,2008
MCP3269000H,No,35,2013
MCP3269000H,Yes,35,2015
MCP3086005G,Yes,15,2016
DM8476001S,Yes,35,2006
DM8476001S,No,35,2018
MCP29770088,No,40,2012
MCP29770088,Yes,40,2005
MCP2102002K,Yes,40,2004
MCP10940018,Yes,50,0
MCP10940018,No,50,2018
MCP3008002G,No,30,2004
MCP3008002G,Yes,30,2018
MCP2813008Q,Yes,20,2015
MCP94170031,Yes,30,2004
MCP1210004S,No,35,2009
MCP1210004S,Yes,35,2006
MCP2964004Z,No,40,2013
MCP2964004Z,No,40,2011
MCP2964004Z,No,40,2016
MCP2964004Z,Yes,40,1998
MCP3168002R,No,35,2016
MCP3168002R,Yes,35,2008
MCP3069004K,No,35,2015
MCP3069004K,Yes,35,2017
MCP3134002P,Yes,55,2009
MCP2982003X,Yes,35,2010
MCP26070057,Yes,20,2014
MCP31910029,Yes,10,2019
MCP31910029,No,10,2006
MCP31800020,Yes,25,2018
MCP3042002Z,Yes,25,2016
MCP3042002Z,No,25,2009
MCP003600F5,Yes,45,2006
MCP003600F5,No,45,2004
MCP209400H6,Yes,25,2011
MCP209400H6,Yes,25,2004
MCP3279000D,No,30,2011
MCP29770087,Yes,40,2013
MCP29770087,No,40,2005
MCP1099003R,Yes,40,2007
MCP1099003R,No,40,2021
MCP21080015,No,40,2019
MCP3213000Z,Yes,35,2018
MCP32200016,No,45,2021
MCP32200016,Yes,35,2013
MCP3000003D,No,50,2001
MCP3000003D,Yes,50,2014
MCP31230020,Yes,40,2016
MCP31230020,No,40,2012
MCP229800WG,Yes,30,2012
MCP3262000V,No,35,2015
MCP3262000V,Yes,35,2004
MCP3262000V,No,35,2019
MCP27670090,No,0,2019
MCP27670090,Yes,0,2011
EJ7885000P,Yes,25,2019
EJ7885000P,No,25,2004
MCP003600F4,Yes,5,2014
MCP27990063,Yes,45,2010
MCP27990063,No,45,2008
MCP3153002K,Unknown,35,2013
MCP3153002K,Unknown,35,2016
MCP2969009Q,Yes,10,2010
MCP133400BJ,Yes,25,2014
MCP243600C5,Yes,0,2010
MCP157500CN,No,25,2013
MCP157500CN,Yes,25,1990
MCP3169003M,No,35,2020
MCP3169003M,Yes,35,1999
MCP3064003K,Yes,40,2007
MCP3090004X,Yes,40,2009
MCP3090004X,No,40,2011
MCP3285000K,Yes,45,2019
MCP3285000K,No,45,2015
DD56330059,No,30,2021
DD56330059,Yes,30,2004
MCP31360043,Yes,35,2004
MCP31360043,No,35,2009
MCP2975003M,Yes,30,2007
MCP2693003H,No,45,2005
MCP2693003H,Yes,45,2013
MCP3198002K,Yes,35,2007
MCP3198002K,No,35,2012
MCP3230001Z,Unknown,50,2010
MCP3230001Z,Unknown,50,1999
EJ78780026,Yes,50,2019
MCP2516003C,Yes,40,2011
MCP3169003L,Yes,15,2018
MCP3169003L,No,0,2021
MCP2231005Y,No,45,2020
MCP2231005Y,Yes,45,2011
MCP263900BR,Yes,35,2005
MCP263900BR,Yes,35,2013
DD5641001Z,Yes,30,2011
MCP3198002L,Yes,15,2003
EJ7836002N,Yes,25,0
EJ7836002N,No,25,2018
MCP2737004W,Yes,45,2012
MCP28000049,Yes,30,2020
MCP2671002L,Yes,35,2014
MCP2671002L,No,35,2014
MCP3289000Q,Yes,45,2007
MCP3022003P,Yes,5,2014
MCP2917007H,No,40,2017
MCP2917007H,Yes,40,2002
DD5641001Y,Yes,35,2020
DD5641001Y,No,35,2020
MCP3064003J,Yes,25,1999
MCP3064003J,No,25,2021
MCP3221001J,Yes,25,2018
MCP3221001J,No,25,2005
MCP2844004V,Yes,35,2000
MCP2844004V,No,35,2015
MCP3045003R,No,35,2018
MCP3045003R,Yes,35,2018
MCP26510048,Yes,40,1999
MCP26510048,No,40,2007
MCP1182003G,No,40,2014
MCP1182003G,Yes,40,2016
MCP1182003G,No,40,2019
MCP2666004T,No,40,2009
MCP2666004T,Yes,40,2016
MCP31330027,Yes,35,2007
MCP31330027,No,35,2017
MCP1563006L,No,35,2005
MCP1563006L,Yes,35,2010
MCP1113003P,Yes,30,2017
MCP94280036,Yes,40,2019
MCP2899004N,Yes,30,2016
MCP2899004N,No,35,2003
DD5567000L,Yes,0,2007
MCP9424002V,Yes,40,2020
MCP9424002V,No,40,2015
MCP32390016,Unknown,55,0
MCP32390016,Unknown,55,2019
MCP3277000M,Yes,55,2017
MCP3277000M,Yes,55,2017
MCP3277000M,No,55,2017
MCP3277000M,Yes,55,2019
MCP2964004Y,No,45,2012
MCP2964004Y,No,45,2014
MCP2964004Y,Yes,45,2001
MCP30240028,No,40,2008
MCP30240028,Yes,40,2020
MCP31360044,Yes,35,2001
MCP3276000K,Yes,25,2014
MCP3196001V,No,35,2018
MCP3196001V,Yes,35,2007
MCP3196001V,No,35,2014
DM8497000K,Yes,35,1996
DM8497000K,No,35,2014
MCP3287000N,Yes,30,2018
MCP3287000N,No,30,2005
MCP3287000N,No,30,2011
MCP3124003R,Yes,35,2017
MCP3124003R,No,35,2009
MCP30800030,Yes,25,2005
MCP3198002J,No,25,2019
MCP3198002J,Yes,25,2011
DD5595009J,No,40,2012
DD5595009J,No,40,2006
DD5595009J,Unknown,40,2005
DD5595009J,Unknown,25,2012
MCP3074004P,No,25,2015
MCP3074004P,Yes,25,2018
MCP26560053,Yes,10,2006
MCP26560053,No,10,2010
MCP137800WW,Yes,5,2019
MCP271700TV,Unknown,0,2017
MCP271700TV,Unknown,0,2014
MCP271700TT,Yes,25,0
MCP2641001Z,Yes,40,2013
MCP102200FL,No,40,2010
MCP102200FL,No,40,1991
MCP3224000X,Yes,35,2009
MCP3224000X,No,35,2014
MCP9134001W,Yes,40,2011
MCP3292000J,Yes,30,2014
MCP29530021,Yes,35,2013
MCP29530021,No,35,1996
MCP20080089,No,40,2017
EJ7881000Z,No,35,2014
EJ7881000Z,Yes,35,2007
MCP3209002H,Yes,35,2020
MCP29920034,Yes,35,2015
MCP29920034,No,35,2007
MCP29530020,Yes,25,2013
MCP29530020,No,25,2006
MCP3243000N,No,35,2011
MCP3243000N,Yes,35,2011
MCP3277000J,Yes,5,2016
MCP229800WD,Yes,40,2002
MCP229800WD,No,40,2017
DD5649000D,Yes,15,2016
DD5649000D,No,15,2008
MCP2001001H,Yes,45,2018
MCP2001001H,No,45,2020
MCP3197001Y,No,0,2013
MCP3197001Y,Yes,15,0
MCP30260065,No,55,2006
MCP30260065,No,55,2014
MCP30260065,Yes,55,2002
DD5647000M,No,15,2019
DD5647000M,Yes,15,2016
MCP3277000K,No,35,2007
MCP3277000K,Yes,35,2008
MCP3287000L,No,35,2010
MCP3287000L,Yes,35,2019
MCP229800WB,No,45,2012
MCP229800WB,No,45,2003
MCP229800WB,No,45,2016
MCP229800WB,Yes,45,2011
MCP3091002H,No,10,2000
MCP3091002H,Yes,10,2013
DD56370029,Yes,35,2000
DD56370029,No,35,2020
MCP003600F3,Yes,5,2018
MCP229800W9,No,30,2014
MCP229800W9,Yes,35,2014
DD5645000W,Yes,40,2008
DD56430017,Yes,20,2000
MCP2657002Q,Yes,5,2020
